_id,reporterId,dumpsterId,status,issue,category,createdAt,updatedAt,resolvedBy,resolutionDetails,__v
683c65ddce00b4080c77626b,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a2584935,resolved,bad_odors,paper,2025-05-25T15:13:25.762Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c77626c,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a258480f,resolved,overflowing,paper,2025-05-17T07:06:34.491Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c77626d,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a2584834,resolved,illegal_materials,construction,2025-05-08T18:53:52.174Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c77626e,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a2584950,rejected,bad_odors,batteries,2025-05-21T08:29:11.037Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c77626f,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a2584888,resolved,vandalized,organic,2025-05-03T20:22:40.916Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c776270,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a2584957,resolved,illegal_materials,glass,2025-05-10T12:56:37.132Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c776271,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a2584905,resolved,safety_harzards,organic,2025-05-13T14:20:22.838Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c776272,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a258490d,resolved,vandalized,batteries,2025-05-15T10:04:31.831Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c776273,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a25848c3,resolved,vandalized,organic,2025-05-05T16:05:48.095Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776274,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a25848e9,resolved,illegal_materials,paper,2025-06-01T14:17:35.640Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c776275,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a2584889,rejected,overflowing,paper,2025-05-25T10:27:59.050Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c776276,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a2584951,resolved,vandalized,organic,2025-05-10T15:27:07.865Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c776277,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a258483e,resolved,illegal_materials,metal,2025-05-19T19:36:06.912Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c776278,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25847eb,resolved,illegal_materials,electronics,2025-05-04T17:51:05.380Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776279,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a25848c4,resolved,overflowing,glass,2025-05-06T09:26:27.827Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c77627a,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a258490d,resolved,vandalized,batteries,2025-05-09T13:23:53.884Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c77627b,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a2584894,resolved,vandalized,paper,2025-05-30T13:44:11.066Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c77627c,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a258487e,resolved,overflowing,household,2025-05-16T21:09:21.974Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c77627d,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a258486c,resolved,safety_harzards,construction,2025-05-09T10:31:58.037Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c77627e,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a258484c,resolved,illegal_materials,metal,2025-05-06T05:00:52.761Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c77627f,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a258483d,resolved,bad_odors,electronics,2025-05-28T22:25:01.184Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c776280,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a2584872,rejected,illegal_materials,plastic,2025-05-30T20:31:30.887Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c776281,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a25848f8,resolved,bad_odors,household,2025-05-09T06:50:05.488Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c776282,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584844,resolved,overflowing,batteries,2025-05-30T16:24:35.178Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c776283,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a258492d,resolved,illegal_materials,metal,2025-05-14T17:02:40.788Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c776284,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a25848d0,rejected,overflowing,paper,2025-05-24T04:59:17.982Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776285,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a258485c,resolved,overflowing,plastic,2025-05-09T14:14:10.011Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776286,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a25848eb,resolved,safety_harzards,textiles,2025-05-29T05:14:48.186Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776287,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a2584920,resolved,vandalized,electronics,2025-05-12T05:26:08.551Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776288,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25848fb,resolved,vandalized,glass,2025-05-28T04:06:50.369Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c776289,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a2584827,resolved,illegal_materials,plastic,2025-05-05T17:52:37.818Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c77628a,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a258492c,resolved,bad_odors,construction,2025-05-10T17:17:30.725Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c77628b,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584942,resolved,bad_odors,glass,2025-05-19T08:25:08.071Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c77628c,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a258495b,resolved,vandalized,organic,2025-05-24T15:20:01.244Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c77628d,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a25847ed,resolved,safety_harzards,household,2025-05-04T21:26:31.883Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c77628e,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a258492a,resolved,illegal_materials,electronics,2025-05-19T20:09:53.874Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c77628f,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a25848dc,resolved,vandalized,plastic,2025-05-11T06:36:24.962Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c776290,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25848bd,rejected,vandalized,electronics,2025-05-17T19:18:19.766Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c776291,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a25848b8,resolved,bad_odors,plastic,2025-05-26T20:27:08.107Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776292,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25848f3,resolved,vandalized,metal,2025-05-15T23:58:47.648Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c776293,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a2584894,resolved,vandalized,paper,2025-05-12T17:45:15.252Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c776294,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a258484f,resolved,safety_harzards,textiles,2025-05-10T04:06:45.163Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c776295,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a2584924,resolved,illegal_materials,batteries,2025-05-21T00:31:51.211Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c776296,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a25848dc,resolved,safety_harzards,plastic,2025-05-03T22:34:37.506Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c776297,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a2584836,resolved,overflowing,electronics,2025-05-08T02:25:35.059Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c776298,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25848b5,resolved,overflowing,paper,2025-05-26T09:24:32.267Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c776299,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a2584894,resolved,illegal_materials,paper,2025-05-17T00:05:12.827Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c77629a,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a25848fb,resolved,safety_harzards,glass,2025-05-06T09:47:00.472Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c77629b,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a2584924,resolved,vandalized,batteries,2025-05-30T04:06:24.865Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c77629c,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584895,resolved,illegal_materials,construction,2025-05-13T00:10:20.331Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c77629d,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a25847ff,resolved,overflowing,plastic,2025-05-05T11:44:02.321Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c77629e,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a2584867,resolved,safety_harzards,textiles,2025-05-15T23:34:17.731Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c77629f,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a2584892,resolved,safety_harzards,plastic,2025-05-05T04:41:24.289Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c7762a0,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584825,resolved,vandalized,metal,2025-05-28T02:55:29.209Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c7762a1,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25848fc,resolved,vandalized,glass,2025-05-19T20:09:48.816Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c7762a2,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a2584838,resolved,safety_harzards,paper,2025-05-05T06:46:35.459Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c7762a3,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a25848e5,resolved,illegal_materials,batteries,2025-05-30T23:27:45.439Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c7762a4,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a2584823,resolved,illegal_materials,metal,2025-05-24T15:19:57.722Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c7762a5,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25847ff,resolved,illegal_materials,plastic,2025-05-30T22:49:05.937Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c7762a6,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a25847f5,resolved,safety_harzards,household,2025-05-24T12:43:06.276Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c7762a7,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25848bc,rejected,vandalized,batteries,2025-05-30T13:35:01.723Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c7762a8,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a25848d2,resolved,illegal_materials,plastic,2025-05-12T04:12:04.527Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c7762a9,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a25848c1,resolved,vandalized,construction,2025-05-13T14:36:57.833Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c7762aa,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584942,resolved,overflowing,glass,2025-05-25T11:25:11.294Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c7762ab,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a2584888,resolved,illegal_materials,organic,2025-05-16T13:01:04.461Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c7762ac,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584900,resolved,safety_harzards,plastic,2025-05-12T00:18:48.886Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c7762ad,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584814,resolved,bad_odors,plastic,2025-05-21T07:33:40.665Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c7762ae,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a258488d,resolved,safety_harzards,batteries,2025-05-06T00:03:52.408Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c7762af,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a2584944,resolved,illegal_materials,plastic,2025-05-04T21:32:03.594Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c7762b0,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a2584918,resolved,illegal_materials,glass,2025-05-08T18:19:20.035Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c7762b1,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a2584931,resolved,overflowing,metal,2025-05-13T09:31:12.855Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c7762b2,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a258482d,resolved,overflowing,plastic,2025-05-14T04:13:57.413Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c7762b3,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a2584888,resolved,bad_odors,organic,2025-05-20T22:14:01.433Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c7762b4,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584890,resolved,vandalized,household,2025-05-24T19:13:14.633Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c7762b5,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a25848ec,rejected,vandalized,glass,2025-05-08T04:48:58.132Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c7762b6,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a258486f,resolved,bad_odors,batteries,2025-05-25T10:37:52.380Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c7762b7,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25848e2,resolved,vandalized,organic,2025-05-29T08:22:35.317Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c7762b8,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a258486e,resolved,overflowing,electronics,2025-05-18T15:52:38.313Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c7762b9,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a258481f,rejected,safety_harzards,household,2025-05-17T13:10:44.574Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c7762ba,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584870,resolved,overflowing,glass,2025-05-22T04:19:15.287Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c7762bb,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584886,resolved,illegal_materials,textiles,2025-05-08T08:57:02.646Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c7762bc,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a25848e2,resolved,illegal_materials,organic,2025-05-16T22:17:38.412Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c7762bd,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a258490e,rejected,illegal_materials,household,2025-05-13T15:43:06.285Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c7762be,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25848e6,resolved,vandalized,plastic,2025-05-23T00:04:53.298Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c7762bf,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a258485a,resolved,illegal_materials,glass,2025-05-31T16:12:21.580Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c7762c0,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a25848b6,resolved,bad_odors,textiles,2025-05-04T17:01:14.427Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c7762c1,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a25848db,rejected,illegal_materials,construction,2025-06-01T08:12:31.168Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c7762c2,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a258495d,resolved,bad_odors,textiles,2025-05-10T14:55:01.949Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c7762c3,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a258491a,resolved,bad_odors,paper,2025-05-25T18:51:12.916Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c7762c4,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a25847e3,resolved,illegal_materials,metal,2025-05-03T05:15:36.082Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c7762c5,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a25847fa,resolved,vandalized,household,2025-05-16T18:18:13.223Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c7762c6,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a25848ff,resolved,bad_odors,construction,2025-05-25T23:05:51.085Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c7762c7,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a2584879,resolved,illegal_materials,construction,2025-05-03T00:04:46.653Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c7762c8,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a2584851,resolved,overflowing,construction,2025-05-15T09:46:32.350Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c7762c9,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25848a9,resolved,bad_odors,plastic,2025-05-21T20:41:36.986Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c7762ca,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a258495b,resolved,safety_harzards,organic,2025-05-15T12:05:55.225Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c7762cb,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25848ff,resolved,illegal_materials,construction,2025-05-27T02:36:20.797Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c7762cc,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584845,resolved,illegal_materials,glass,2025-05-22T09:53:06.027Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Materials removed and site disinfected.,0
683c65ddce00b4080c7762cd,683c65c0ec3ea3a3e6e2962f,683c5f2fcbcaac70a25847fb,resolved,overflowing,metal,2025-05-06T14:06:14.618Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Structural damage fixed and sealed.,0
683c65ddce00b4080c7762ce,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a25847fa,resolved,vandalized,household,2025-05-28T09:04:47.862Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
683c65ddce00b4080c7762cf,683c65afec3ea3a3e6e2962b,683c5f2fcbcaac70a25848b2,rejected,illegal_materials,metal,2025-05-06T07:36:47.165Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Dumpster cleaned and restored to service.,0
683c65ddce00b4080c7762d0,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a258494d,resolved,illegal_materials,plastic,2025-05-12T23:07:42.596Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c7762d1,683c65a6ec3ea3a3e6e29627,683c5f2fcbcaac70a25848e2,resolved,overflowing,organic,2025-05-11T02:28:49.831Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Issue resolved by sanitation team.,0
683c65ddce00b4080c7762d2,6832f4f564953f51f4f609b2,683c5f2fcbcaac70a2584883,resolved,overflowing,batteries,2025-05-27T15:57:29.193Z,2025-06-01T14:38:21.839Z,683c3c18af8b8a5af29bf9d6,Hazardous materials properly disposed.,0
